id,name,protein,carb,vegetable,sauce,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,prep_time_min,difficulty,ingredient_quantities,appliances,tags,instructions
541,salmon_tortilla_541,salmon,tortilla,spinach,cream sauce,824,50,75,36,8,4,333,70,weekend,salmon:200g; tortilla:150g; spinach:100g; cream sauce:75g; oil:10g,oven,"batch-cooking, meal-prep, weekend, oven",1. Batch cook salmon (store for 2–3 meals). 2. Marinate the salmon for better flavor. 3. Prepare tortilla in bulk. 4. Cook spinach. 5. Combine salmon with cream sauce. 6. Serve with tortilla. 7. Plate carefully and add garnish.
542,shrimp_potatoes_542,shrimp,potatoes,peppers,garlic sauce,402,48,26,12,3,1,495,28,balanced,shrimp:200g; potatoes:150g; peppers:100g; garlic sauce:75g; oil:10g,"air fryer, slow cooker","batch-cooking, meal-prep, balanced, air fryer, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook peppers. 4. Combine shrimp with garlic sauce. 5. Serve with potatoes.
543,salmon_quinoa_543,salmon,quinoa,broccoli,garlic sauce,674,56,32,36,3,2,575,38,balanced,salmon:200g; quinoa:150g; broccoli:100g; garlic sauce:75g; oil:10g,"microwave, stovetop, oven","batch-cooking, meal-prep, balanced, microwave, stovetop, oven",1. Batch cook salmon (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook broccoli. 4. Combine salmon with garlic sauce. 5. Serve with quinoa.
544,beef_rice_544,beef,rice,peppers,soy sauce,736,52,42,40,4,2,486,50,weekend,beef:200g; rice:150g; peppers:100g; soy sauce:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, weekend, microwave, oven, slow cooker",1. Batch cook beef (store for 2–3 meals). 2. Marinate the beef for better flavor. 3. Prepare rice in bulk. 4. Cook peppers. 5. Combine beef with soy sauce. 6. Serve with rice. 7. Plate carefully and add garnish.
545,lentils_pasta_545,lentils,pasta,broccoli,soy sauce,472,18,78,10,8,4,590,26,balanced,lentils:200g; pasta:150g; broccoli:100g; soy sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, balanced, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook broccoli. 4. Combine lentils with soy sauce. 5. Serve with pasta.
546,chicken_noodles_546,chicken,noodles,peppers,teriyaki,572,62,40,18,4,2,580,22,quick,chicken:200g; noodles:150g; peppers:100g; teriyaki:75g; oil:10g,microwave,"batch-cooking, meal-prep, quick, microwave",1. Batch cook chicken (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook peppers. 4. Combine chicken with teriyaki. 5. Serve with noodles.
547,pork_tortilla_547,pork,tortilla,onion,garlic sauce,858,54,75,38,8,4,366,24,quick,pork:200g; tortilla:150g; onion:100g; garlic sauce:75g; oil:10g,"stovetop, oven, slow cooker","batch-cooking, meal-prep, quick, stovetop, oven, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook onion. 4. Combine pork with garlic sauce. 5. Serve with tortilla.
548,turkey_pasta_548,turkey,pasta,peppers,garlic sauce,508,58,38,14,4,2,417,25,quick,turkey:200g; pasta:150g; peppers:100g; garlic sauce:75g; oil:10g,"microwave, stovetop, oven","batch-cooking, meal-prep, quick, microwave, stovetop, oven",1. Batch cook turkey (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook peppers. 4. Combine turkey with garlic sauce. 5. Serve with pasta.
549,turkey_noodles_549,turkey,noodles,broccoli,garlic sauce,520,58,40,14,4,2,727,13,quick,turkey:200g; noodles:150g; broccoli:100g; garlic sauce:75g; oil:10g,"air fryer, oven, slow cooker","batch-cooking, meal-prep, quick, air fryer, oven, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook broccoli. 4. Combine turkey with garlic sauce. 5. Serve with noodles.
550,shrimp_rice_550,shrimp,rice,onion,garlic sauce,468,48,42,12,4,2,489,22,quick,shrimp:200g; rice:150g; onion:100g; garlic sauce:75g; oil:10g,"microwave, stovetop","batch-cooking, meal-prep, quick, microwave, stovetop",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook onion. 4. Combine shrimp with garlic sauce. 5. Serve with rice.
551,tofu_quinoa_551,tofu,quinoa,peppers,pesto,394,22,32,20,3,2,575,36,balanced,tofu:200g; quinoa:150g; peppers:100g; pesto:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, balanced, microwave, oven, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook peppers. 4. Combine tofu with pesto. 5. Serve with quinoa.
552,salmon_tortilla_552,salmon,tortilla,green beans,pesto,824,50,75,36,8,4,392,44,balanced,salmon:200g; tortilla:150g; green beans:100g; pesto:75g; oil:10g,"microwave, stovetop, oven","batch-cooking, meal-prep, balanced, microwave, stovetop, oven",1. Batch cook salmon (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook green beans. 4. Combine salmon with pesto. 5. Serve with tortilla.
553,pork_pasta_553,pork,pasta,carrots,tomato sauce,708,54,38,38,4,2,679,31,balanced,pork:200g; pasta:150g; carrots:100g; tomato sauce:75g; oil:10g,"microwave, stovetop, oven","batch-cooking, meal-prep, balanced, microwave, stovetop, oven",1. Batch cook pork (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook carrots. 4. Combine pork with tomato sauce. 5. Serve with pasta.
554,shrimp_quinoa_554,shrimp,quinoa,green beans,cream sauce,450,54,32,12,3,2,442,21,quick,shrimp:200g; quinoa:150g; green beans:100g; cream sauce:75g; oil:10g,microwave,"batch-cooking, meal-prep, quick, microwave",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook green beans. 4. Combine shrimp with cream sauce. 5. Serve with quinoa.
555,salmon_pasta_555,salmon,pasta,green beans,cream sauce,674,50,38,36,4,2,409,27,balanced,salmon:200g; pasta:150g; green beans:100g; cream sauce:75g; oil:10g,"air fryer, microwave, stovetop","batch-cooking, meal-prep, balanced, air fryer, microwave, stovetop",1. Batch cook salmon (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook green beans. 4. Combine salmon with cream sauce. 5. Serve with pasta.
556,lentils_potatoes_556,lentils,potatoes,carrots,teriyaki,424,18,66,10,7,3,576,38,balanced,lentils:200g; potatoes:150g; carrots:100g; teriyaki:75g; oil:10g,"air fryer, stovetop, slow cooker","batch-cooking, meal-prep, balanced, air fryer, stovetop, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook carrots. 4. Combine lentils with teriyaki. 5. Serve with potatoes.
557,pork_quinoa_557,pork,quinoa,carrots,soy sauce,708,60,32,38,3,2,351,79,weekend,pork:200g; quinoa:150g; carrots:100g; soy sauce:75g; oil:10g,stovetop,"batch-cooking, meal-prep, weekend, stovetop",1. Batch cook pork (store for 2–3 meals). 2. Marinate the pork for better flavor. 3. Prepare quinoa in bulk. 4. Cook carrots. 5. Combine pork with soy sauce. 6. Serve with quinoa. 7. Plate carefully and add garnish.
558,chicken_pasta_558,chicken,pasta,peppers,tomato sauce,560,62,38,18,4,2,619,18,quick,chicken:200g; pasta:150g; peppers:100g; tomato sauce:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, quick, microwave, stovetop, slow cooker",1. Batch cook chicken (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook peppers. 4. Combine chicken with tomato sauce. 5. Serve with pasta.
559,shrimp_quinoa_559,shrimp,quinoa,carrots,cream sauce,450,54,32,12,3,2,476,85,weekend,shrimp:200g; quinoa:150g; carrots:100g; cream sauce:75g; oil:10g,"air fryer, slow cooker","batch-cooking, meal-prep, weekend, air fryer, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Marinate the shrimp for better flavor. 3. Prepare quinoa in bulk. 4. Cook carrots. 5. Combine shrimp with cream sauce. 6. Serve with quinoa. 7. Plate carefully and add garnish.
560,tofu_potatoes_560,tofu,potatoes,onion,pesto,346,16,26,20,3,1,696,17,quick,tofu:200g; potatoes:150g; onion:100g; pesto:75g; oil:10g,oven,"batch-cooking, meal-prep, quick, oven",1. Batch cook tofu (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook onion. 4. Combine tofu with pesto. 5. Serve with potatoes.
561,lentils_pasta_561,lentils,pasta,green beans,pesto,472,18,78,10,8,4,543,42,balanced,lentils:200g; pasta:150g; green beans:100g; pesto:75g; oil:10g,"air fryer, stovetop, oven","batch-cooking, meal-prep, balanced, air fryer, stovetop, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook green beans. 4. Combine lentils with pesto. 5. Serve with pasta.
562,shrimp_rice_562,shrimp,rice,carrots,soy sauce,468,48,42,12,4,2,702,15,quick,shrimp:200g; rice:150g; carrots:100g; soy sauce:75g; oil:10g,"air fryer, oven, slow cooker","batch-cooking, meal-prep, quick, air fryer, oven, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook carrots. 4. Combine shrimp with soy sauce. 5. Serve with rice.
563,salmon_rice_563,salmon,rice,broccoli,pesto,692,50,42,36,4,2,349,33,balanced,salmon:200g; rice:150g; broccoli:100g; pesto:75g; oil:10g,microwave,"batch-cooking, meal-prep, balanced, microwave",1. Batch cook salmon (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook broccoli. 4. Combine salmon with pesto. 5. Serve with rice.
564,chicken_tortilla_564,chicken,tortilla,broccoli,tomato sauce,710,62,75,18,8,4,312,37,balanced,chicken:200g; tortilla:150g; broccoli:100g; tomato sauce:75g; oil:10g,"air fryer, slow cooker","batch-cooking, meal-prep, balanced, air fryer, slow cooker",1. Batch cook chicken (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook broccoli. 4. Combine chicken with tomato sauce. 5. Serve with tortilla.
565,pork_tortilla_565,pork,tortilla,peppers,pesto,858,54,75,38,8,4,339,10,quick,pork:200g; tortilla:150g; peppers:100g; pesto:75g; oil:10g,"oven, slow cooker","batch-cooking, meal-prep, quick, oven, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook peppers. 4. Combine pork with pesto. 5. Serve with tortilla.
566,lentils_noodles_566,lentils,noodles,spinach,tomato sauce,484,18,80,10,8,4,715,26,balanced,lentils:200g; noodles:150g; spinach:100g; tomato sauce:75g; oil:10g,"air fryer, microwave, oven","batch-cooking, meal-prep, balanced, air fryer, microwave, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook spinach. 4. Combine lentils with tomato sauce. 5. Serve with noodles.
567,salmon_noodles_567,salmon,noodles,peppers,pesto,686,50,40,36,4,2,584,42,balanced,salmon:200g; noodles:150g; peppers:100g; pesto:75g; oil:10g,"air fryer, stovetop, oven","batch-cooking, meal-prep, balanced, air fryer, stovetop, oven",1. Batch cook salmon (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook peppers. 4. Combine salmon with pesto. 5. Serve with noodles.
568,pork_rice_568,pork,rice,zucchini,pesto,726,54,42,38,4,2,424,78,weekend,pork:200g; rice:150g; zucchini:100g; pesto:75g; oil:10g,"stovetop, slow cooker","batch-cooking, meal-prep, weekend, stovetop, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Marinate the pork for better flavor. 3. Prepare rice in bulk. 4. Cook zucchini. 5. Combine pork with pesto. 6. Serve with rice. 7. Plate carefully and add garnish.
569,tofu_quinoa_569,tofu,quinoa,carrots,soy sauce,394,22,32,20,3,2,508,24,quick,tofu:200g; quinoa:150g; carrots:100g; soy sauce:75g; oil:10g,air fryer,"batch-cooking, meal-prep, quick, air fryer",1. Batch cook tofu (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook carrots. 4. Combine tofu with soy sauce. 5. Serve with quinoa.
570,tofu_rice_570,tofu,rice,onion,cream sauce,412,16,42,20,4,2,645,14,quick,tofu:200g; rice:150g; onion:100g; cream sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook onion. 4. Combine tofu with cream sauce. 5. Serve with rice.
571,shrimp_noodles_571,shrimp,noodles,green beans,soy sauce,462,48,40,12,4,2,775,20,quick,shrimp:200g; noodles:150g; green beans:100g; soy sauce:75g; oil:10g,"air fryer, stovetop","batch-cooking, meal-prep, quick, air fryer, stovetop",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook green beans. 4. Combine shrimp with soy sauce. 5. Serve with noodles.
572,tofu_quinoa_572,tofu,quinoa,spinach,soy sauce,394,22,32,20,3,2,398,19,quick,tofu:200g; quinoa:150g; spinach:100g; soy sauce:75g; oil:10g,"air fryer, microwave, oven","batch-cooking, meal-prep, quick, air fryer, microwave, oven",1. Batch cook tofu (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook spinach. 4. Combine tofu with soy sauce. 5. Serve with quinoa.
573,lentils_noodles_573,lentils,noodles,carrots,tomato sauce,484,18,80,10,8,4,773,21,quick,lentils:200g; noodles:150g; carrots:100g; tomato sauce:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, quick, microwave, oven, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook carrots. 4. Combine lentils with tomato sauce. 5. Serve with noodles.
574,beef_rice_574,beef,rice,green beans,tomato sauce,736,52,42,40,4,2,393,21,quick,beef:200g; rice:150g; green beans:100g; tomato sauce:75g; oil:10g,"air fryer, microwave, stovetop","batch-cooking, meal-prep, quick, air fryer, microwave, stovetop",1. Batch cook beef (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook green beans. 4. Combine beef with tomato sauce. 5. Serve with rice.
575,lentils_rice_575,lentils,rice,peppers,cream sauce,490,18,82,10,8,4,577,14,quick,lentils:200g; rice:150g; peppers:100g; cream sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook peppers. 4. Combine lentils with cream sauce. 5. Serve with rice.
576,turkey_quinoa_576,turkey,quinoa,broccoli,pesto,508,64,32,14,3,2,635,76,weekend,turkey:200g; quinoa:150g; broccoli:100g; pesto:75g; oil:10g,oven,"batch-cooking, meal-prep, weekend, oven",1. Batch cook turkey (store for 2–3 meals). 2. Marinate the turkey for better flavor. 3. Prepare quinoa in bulk. 4. Cook broccoli. 5. Combine turkey with pesto. 6. Serve with quinoa. 7. Plate carefully and add garnish.
577,tofu_pasta_577,tofu,pasta,peppers,soy sauce,394,16,38,20,4,2,441,76,weekend,tofu:200g; pasta:150g; peppers:100g; soy sauce:75g; oil:10g,"air fryer, slow cooker","batch-cooking, meal-prep, weekend, air fryer, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Marinate the tofu for better flavor. 3. Prepare pasta in bulk. 4. Cook peppers. 5. Combine tofu with soy sauce. 6. Serve with pasta. 7. Plate carefully and add garnish.
578,salmon_tortilla_578,salmon,tortilla,onion,garlic sauce,824,50,75,36,8,4,790,12,quick,salmon:200g; tortilla:150g; onion:100g; garlic sauce:75g; oil:10g,"stovetop, oven, slow cooker","batch-cooking, meal-prep, quick, stovetop, oven, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook onion. 4. Combine salmon with garlic sauce. 5. Serve with tortilla.
579,turkey_rice_579,turkey,rice,peppers,cream sauce,526,58,42,14,4,2,586,24,quick,turkey:200g; rice:150g; peppers:100g; cream sauce:75g; oil:10g,"stovetop, oven, slow cooker","batch-cooking, meal-prep, quick, stovetop, oven, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook peppers. 4. Combine turkey with cream sauce. 5. Serve with rice.
580,tofu_noodles_580,tofu,noodles,peppers,teriyaki,406,16,40,20,4,2,349,53,weekend,tofu:200g; noodles:150g; peppers:100g; teriyaki:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, weekend, microwave, stovetop, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Marinate the tofu for better flavor. 3. Prepare noodles in bulk. 4. Cook peppers. 5. Combine tofu with teriyaki. 6. Serve with noodles. 7. Plate carefully and add garnish.
581,chicken_pasta_581,chicken,pasta,onion,garlic sauce,560,62,38,18,4,2,797,75,weekend,chicken:200g; pasta:150g; onion:100g; garlic sauce:75g; oil:10g,"air fryer, microwave, slow cooker","batch-cooking, meal-prep, weekend, air fryer, microwave, slow cooker",1. Batch cook chicken (store for 2–3 meals). 2. Marinate the chicken for better flavor. 3. Prepare pasta in bulk. 4. Cook onion. 5. Combine chicken with garlic sauce. 6. Serve with pasta. 7. Plate carefully and add garnish.
582,tofu_pasta_582,tofu,pasta,onion,soy sauce,394,16,38,20,4,2,673,45,weekend,tofu:200g; pasta:150g; onion:100g; soy sauce:75g; oil:10g,oven,"batch-cooking, meal-prep, weekend, oven",1. Batch cook tofu (store for 2–3 meals). 2. Marinate the tofu for better flavor. 3. Prepare pasta in bulk. 4. Cook onion. 5. Combine tofu with soy sauce. 6. Serve with pasta. 7. Plate carefully and add garnish.
583,shrimp_noodles_583,shrimp,noodles,green beans,cream sauce,462,48,40,12,4,2,431,38,balanced,shrimp:200g; noodles:150g; green beans:100g; cream sauce:75g; oil:10g,"air fryer, microwave, stovetop","batch-cooking, meal-prep, balanced, air fryer, microwave, stovetop",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook green beans. 4. Combine shrimp with cream sauce. 5. Serve with noodles.
584,pork_noodles_584,pork,noodles,broccoli,teriyaki,720,54,40,38,4,2,779,17,quick,pork:200g; noodles:150g; broccoli:100g; teriyaki:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook broccoli. 4. Combine pork with teriyaki. 5. Serve with noodles.
585,lentils_noodles_585,lentils,noodles,spinach,garlic sauce,484,18,80,10,8,4,479,19,quick,lentils:200g; noodles:150g; spinach:100g; garlic sauce:75g; oil:10g,stovetop,"batch-cooking, meal-prep, quick, stovetop",1. Batch cook lentils (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook spinach. 4. Combine lentils with garlic sauce. 5. Serve with noodles.
586,tofu_potatoes_586,tofu,potatoes,peppers,soy sauce,346,16,26,20,3,1,394,16,quick,tofu:200g; potatoes:150g; peppers:100g; soy sauce:75g; oil:10g,"air fryer, microwave","batch-cooking, meal-prep, quick, air fryer, microwave",1. Batch cook tofu (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook peppers. 4. Combine tofu with soy sauce. 5. Serve with potatoes.
587,pork_pasta_587,pork,pasta,carrots,cream sauce,708,54,38,38,4,2,538,22,quick,pork:200g; pasta:150g; carrots:100g; cream sauce:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, quick, microwave, oven, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook carrots. 4. Combine pork with cream sauce. 5. Serve with pasta.
588,chicken_potatoes_588,chicken,potatoes,spinach,tomato sauce,512,62,26,18,3,1,590,67,weekend,chicken:200g; potatoes:150g; spinach:100g; tomato sauce:75g; oil:10g,"microwave, stovetop","batch-cooking, meal-prep, weekend, microwave, stovetop",1. Batch cook chicken (store for 2–3 meals). 2. Marinate the chicken for better flavor. 3. Prepare potatoes in bulk. 4. Cook spinach. 5. Combine chicken with tomato sauce. 6. Serve with potatoes. 7. Plate carefully and add garnish.
589,beef_quinoa_589,beef,quinoa,onion,tomato sauce,718,58,32,40,3,2,457,33,balanced,beef:200g; quinoa:150g; onion:100g; tomato sauce:75g; oil:10g,"stovetop, oven, slow cooker","batch-cooking, meal-prep, balanced, stovetop, oven, slow cooker",1. Batch cook beef (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook onion. 4. Combine beef with tomato sauce. 5. Serve with quinoa.
590,chicken_potatoes_590,chicken,potatoes,green beans,garlic sauce,512,62,26,18,3,1,450,43,balanced,chicken:200g; potatoes:150g; green beans:100g; garlic sauce:75g; oil:10g,oven,"batch-cooking, meal-prep, balanced, oven",1. Batch cook chicken (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook green beans. 4. Combine chicken with garlic sauce. 5. Serve with potatoes.
591,lentils_pasta_591,lentils,pasta,green beans,pesto,472,18,78,10,8,4,768,42,balanced,lentils:200g; pasta:150g; green beans:100g; pesto:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, balanced, microwave, stovetop, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook green beans. 4. Combine lentils with pesto. 5. Serve with pasta.
592,turkey_noodles_592,turkey,noodles,carrots,soy sauce,520,58,40,14,4,2,605,11,quick,turkey:200g; noodles:150g; carrots:100g; soy sauce:75g; oil:10g,"stovetop, oven","batch-cooking, meal-prep, quick, stovetop, oven",1. Batch cook turkey (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook carrots. 4. Combine turkey with soy sauce. 5. Serve with noodles.
593,pork_pasta_593,pork,pasta,carrots,tomato sauce,708,54,38,38,4,2,476,10,quick,pork:200g; pasta:150g; carrots:100g; tomato sauce:75g; oil:10g,"microwave, oven","batch-cooking, meal-prep, quick, microwave, oven",1. Batch cook pork (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook carrots. 4. Combine pork with tomato sauce. 5. Serve with pasta.
594,turkey_tortilla_594,turkey,tortilla,carrots,garlic sauce,658,58,75,14,8,4,556,33,balanced,turkey:200g; tortilla:150g; carrots:100g; garlic sauce:75g; oil:10g,"microwave, oven","batch-cooking, meal-prep, balanced, microwave, oven",1. Batch cook turkey (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook carrots. 4. Combine turkey with garlic sauce. 5. Serve with tortilla.
595,tofu_potatoes_595,tofu,potatoes,green beans,pesto,346,16,26,20,3,1,302,39,balanced,tofu:200g; potatoes:150g; green beans:100g; pesto:75g; oil:10g,air fryer,"batch-cooking, meal-prep, balanced, air fryer",1. Batch cook tofu (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook green beans. 4. Combine tofu with pesto. 5. Serve with potatoes.
596,turkey_potatoes_596,turkey,potatoes,onion,cream sauce,460,58,26,14,3,1,550,24,quick,turkey:200g; potatoes:150g; onion:100g; cream sauce:75g; oil:10g,"air fryer, oven","batch-cooking, meal-prep, quick, air fryer, oven",1. Batch cook turkey (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook onion. 4. Combine turkey with cream sauce. 5. Serve with potatoes.
597,turkey_tortilla_597,turkey,tortilla,onion,garlic sauce,658,58,75,14,8,4,674,31,balanced,turkey:200g; tortilla:150g; onion:100g; garlic sauce:75g; oil:10g,stovetop,"batch-cooking, meal-prep, balanced, stovetop",1. Batch cook turkey (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook onion. 4. Combine turkey with garlic sauce. 5. Serve with tortilla.
598,tofu_rice_598,tofu,rice,zucchini,soy sauce,412,16,42,20,4,2,567,21,quick,tofu:200g; rice:150g; zucchini:100g; soy sauce:75g; oil:10g,"air fryer, stovetop, slow cooker","batch-cooking, meal-prep, quick, air fryer, stovetop, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook zucchini. 4. Combine tofu with soy sauce. 5. Serve with rice.
599,salmon_rice_599,salmon,rice,green beans,teriyaki,692,50,42,36,4,2,602,25,quick,salmon:200g; rice:150g; green beans:100g; teriyaki:75g; oil:10g,oven,"batch-cooking, meal-prep, quick, oven",1. Batch cook salmon (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook green beans. 4. Combine salmon with teriyaki. 5. Serve with rice.
600,tofu_noodles_600,tofu,noodles,green beans,tomato sauce,406,16,40,20,4,2,614,19,quick,tofu:200g; noodles:150g; green beans:100g; tomato sauce:75g; oil:10g,"oven, slow cooker","batch-cooking, meal-prep, quick, oven, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook green beans. 4. Combine tofu with tomato sauce. 5. Serve with noodles.
601,chicken_potatoes_601,chicken,potatoes,green beans,garlic sauce,512,62,26,18,3,1,700,67,weekend,chicken:200g; potatoes:150g; green beans:100g; garlic sauce:75g; oil:10g,"air fryer, stovetop","batch-cooking, meal-prep, weekend, air fryer, stovetop",1. Batch cook chicken (store for 2–3 meals). 2. Marinate the chicken for better flavor. 3. Prepare potatoes in bulk. 4. Cook green beans. 5. Combine chicken with garlic sauce. 6. Serve with potatoes. 7. Plate carefully and add garnish.
602,lentils_potatoes_602,lentils,potatoes,broccoli,garlic sauce,424,18,66,10,7,3,606,34,balanced,lentils:200g; potatoes:150g; broccoli:100g; garlic sauce:75g; oil:10g,stovetop,"batch-cooking, meal-prep, balanced, stovetop",1. Batch cook lentils (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook broccoli. 4. Combine lentils with garlic sauce. 5. Serve with potatoes.
603,shrimp_quinoa_603,shrimp,quinoa,onion,pesto,450,54,32,12,3,2,311,16,quick,shrimp:200g; quinoa:150g; onion:100g; pesto:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook onion. 4. Combine shrimp with pesto. 5. Serve with quinoa.
604,tofu_tortilla_604,tofu,tortilla,spinach,pesto,544,16,75,20,8,4,439,37,balanced,tofu:200g; tortilla:150g; spinach:100g; pesto:75g; oil:10g,"air fryer, microwave, slow cooker","batch-cooking, meal-prep, balanced, air fryer, microwave, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook spinach. 4. Combine tofu with pesto. 5. Serve with tortilla.
605,salmon_pasta_605,salmon,pasta,onion,cream sauce,674,50,38,36,4,2,330,25,quick,salmon:200g; pasta:150g; onion:100g; cream sauce:75g; oil:10g,air fryer,"batch-cooking, meal-prep, quick, air fryer",1. Batch cook salmon (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook onion. 4. Combine salmon with cream sauce. 5. Serve with pasta.
606,beef_potatoes_606,beef,potatoes,green beans,pesto,670,52,26,40,3,1,735,13,quick,beef:200g; potatoes:150g; green beans:100g; pesto:75g; oil:10g,"air fryer, microwave, stovetop","batch-cooking, meal-prep, quick, air fryer, microwave, stovetop",1. Batch cook beef (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook green beans. 4. Combine beef with pesto. 5. Serve with potatoes.
607,pork_tortilla_607,pork,tortilla,spinach,tomato sauce,858,54,75,38,8,4,501,44,balanced,pork:200g; tortilla:150g; spinach:100g; tomato sauce:75g; oil:10g,"microwave, slow cooker","batch-cooking, meal-prep, balanced, microwave, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook spinach. 4. Combine pork with tomato sauce. 5. Serve with tortilla.
608,lentils_pasta_608,lentils,pasta,carrots,soy sauce,472,18,78,10,8,4,409,42,balanced,lentils:200g; pasta:150g; carrots:100g; soy sauce:75g; oil:10g,"stovetop, oven","batch-cooking, meal-prep, balanced, stovetop, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook carrots. 4. Combine lentils with soy sauce. 5. Serve with pasta.
