id,name,protein,carb,vegetable,sauce,calories,protein_g,carbs_g,fat_g,prep_time_min,difficulty,instructions
455,salmon_potatoes_meal_extra_455,salmon,potatoes,carrots,cream sauce,798,54,60,11,45,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the salmon until done. 5. Add the carrots and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the potatoes and serve.
456,chicken_rice_meal_extra_456,chicken,rice,broccoli,tomato sauce,712,30,58,18,38,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the chicken until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the rice and serve.
457,turkey_pasta_meal_extra_457,turkey,pasta,spinach,teriyaki,444,25,89,24,12,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the turkey until done. 5. Add the spinach and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the pasta and serve.
458,turkey_pasta_meal_extra_458,turkey,pasta,carrots,tomato sauce,795,55,57,10,37,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
459,lentils_quinoa_meal_extra_459,lentils,quinoa,broccoli,pesto,436,46,52,21,50,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the lentils until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the quinoa and serve.
460,lentils_pasta_meal_extra_460,lentils,pasta,spinach,soy sauce,673,53,82,15,29,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the pasta and serve.
461,beef_pasta_meal_extra_461,beef,pasta,broccoli,pesto,750,54,48,15,31,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the beef until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
462,chicken_noodles_meal_extra_462,chicken,noodles,peppers,soy sauce,523,25,52,25,59,easy,1. Prepare the chicken by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the chicken until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
463,lentils_quinoa_meal_extra_463,lentils,quinoa,green beans,tomato sauce,615,26,65,19,20,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the lentils until done. 5. Add the green beans and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
464,turkey_noodles_meal_extra_464,turkey,noodles,green beans,cream sauce,891,45,49,12,43,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the turkey until done. 5. Add the green beans and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
465,tofu_potatoes_meal_extra_465,tofu,potatoes,broccoli,cream sauce,755,56,49,17,28,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the tofu until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the potatoes and serve.
466,lentils_rice_meal_extra_466,lentils,rice,green beans,pesto,736,31,50,32,24,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the lentils until done. 5. Add the green beans and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the rice and serve.
467,tofu_quinoa_meal_extra_467,tofu,quinoa,carrots,cream sauce,421,54,74,23,50,hard,1. Prepare the tofu by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the tofu until done. 5. Add the carrots and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the quinoa and serve.
468,chicken_pasta_meal_extra_468,chicken,pasta,carrots,pesto,726,48,65,19,43,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the chicken until done. 5. Add the carrots and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
469,lentils_potatoes_meal_extra_469,lentils,potatoes,peppers,pesto,565,47,90,28,48,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the lentils until done. 5. Add the peppers and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
470,pork_noodles_meal_extra_470,pork,noodles,spinach,soy sauce,681,26,97,25,48,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the pork until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
471,pork_noodles_meal_extra_471,pork,noodles,zucchini,cream sauce,589,27,69,30,45,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the pork until done. 5. Add the zucchini and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
472,beef_noodles_meal_extra_472,beef,noodles,green beans,tomato sauce,807,22,61,35,37,easy,1. Prepare the beef by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the beef until done. 5. Add the green beans and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
473,salmon_quinoa_meal_extra_473,salmon,quinoa,carrots,cream sauce,579,28,57,12,12,hard,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the salmon until done. 5. Add the carrots and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the quinoa and serve.
474,shrimp_noodles_meal_extra_474,shrimp,noodles,broccoli,tomato sauce,715,23,56,19,44,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the shrimp until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
475,salmon_noodles_meal_extra_475,salmon,noodles,broccoli,soy sauce,462,54,46,20,50,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the salmon until done. 5. Add the broccoli and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
476,chicken_potatoes_meal_extra_476,chicken,potatoes,green beans,teriyaki,760,35,89,34,39,easy,1. Prepare the chicken by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the chicken until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the potatoes and serve.
477,tofu_rice_meal_extra_477,tofu,rice,broccoli,teriyaki,771,42,81,15,58,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the tofu until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the rice and serve.
478,salmon_potatoes_meal_extra_478,salmon,potatoes,peppers,garlic sauce,469,60,44,18,40,medium,1. Prepare the salmon by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the salmon until done. 5. Add the peppers and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the potatoes and serve.
479,shrimp_potatoes_meal_extra_479,shrimp,potatoes,spinach,garlic sauce,425,40,49,13,31,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the shrimp until done. 5. Add the spinach and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the potatoes and serve.
480,tofu_pasta_meal_extra_480,tofu,pasta,broccoli,tomato sauce,422,24,76,17,25,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the tofu until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
481,lentils_rice_meal_extra_481,lentils,rice,broccoli,pesto,534,32,75,15,60,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the lentils until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the rice and serve.
482,beef_pasta_meal_extra_482,beef,pasta,broccoli,soy sauce,701,32,47,31,32,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the beef until done. 5. Add the broccoli and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the pasta and serve.
483,beef_potatoes_meal_extra_483,beef,potatoes,broccoli,pesto,477,36,76,17,25,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the beef until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
484,chicken_noodles_meal_extra_484,chicken,noodles,carrots,teriyaki,711,33,85,23,53,easy,1. Prepare the chicken by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the chicken until done. 5. Add the carrots and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
485,salmon_pasta_meal_extra_485,salmon,pasta,peppers,garlic sauce,566,42,74,32,53,hard,1. Prepare the salmon by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the salmon until done. 5. Add the peppers and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the pasta and serve.
486,chicken_potatoes_meal_extra_486,chicken,potatoes,zucchini,cream sauce,858,23,92,26,47,medium,1. Prepare the chicken by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the chicken until done. 5. Add the zucchini and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the potatoes and serve.
487,shrimp_noodles_meal_extra_487,shrimp,noodles,peppers,garlic sauce,415,36,51,27,12,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the shrimp until done. 5. Add the peppers and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the noodles and serve.
488,salmon_rice_meal_extra_488,salmon,rice,green beans,soy sauce,513,21,49,32,47,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the salmon until done. 5. Add the green beans and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the rice and serve.
489,turkey_rice_meal_extra_489,turkey,rice,carrots,tomato sauce,633,40,75,32,50,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the rice and serve.
490,beef_pasta_meal_extra_490,beef,pasta,carrots,tomato sauce,593,23,87,13,48,easy,1. Prepare the beef by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the beef until done. 5. Add the carrots and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
491,tofu_noodles_meal_extra_491,tofu,noodles,zucchini,tomato sauce,878,37,85,21,33,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the tofu until done. 5. Add the zucchini and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
492,beef_pasta_meal_extra_492,beef,pasta,zucchini,pesto,487,30,91,31,38,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the beef until done. 5. Add the zucchini and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
493,beef_potatoes_meal_extra_493,beef,potatoes,broccoli,tomato sauce,421,59,84,31,22,easy,1. Prepare the beef by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the beef until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the potatoes and serve.
494,lentils_noodles_meal_extra_494,lentils,noodles,broccoli,soy sauce,583,39,58,13,25,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the lentils until done. 5. Add the broccoli and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
495,chicken_rice_meal_extra_495,chicken,rice,zucchini,cream sauce,856,54,70,11,27,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the chicken until done. 5. Add the zucchini and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
496,lentils_rice_meal_extra_496,lentils,rice,spinach,garlic sauce,690,52,81,24,46,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
497,beef_quinoa_meal_extra_497,beef,quinoa,zucchini,cream sauce,712,20,90,20,21,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the beef until done. 5. Add the zucchini and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the quinoa and serve.
498,shrimp_noodles_meal_extra_498,shrimp,noodles,broccoli,teriyaki,883,30,64,25,19,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the shrimp until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
499,tofu_noodles_meal_extra_499,tofu,noodles,peppers,garlic sauce,484,51,42,24,50,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the tofu until done. 5. Add the peppers and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the noodles and serve.
500,shrimp_pasta_meal_extra_500,shrimp,pasta,spinach,cream sauce,442,42,52,28,31,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the shrimp until done. 5. Add the spinach and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the pasta and serve.
501,shrimp_pasta_meal_extra_501,shrimp,pasta,peppers,cream sauce,459,29,84,18,21,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the shrimp until done. 5. Add the peppers and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the pasta and serve.
502,turkey_rice_meal_extra_502,turkey,rice,carrots,soy sauce,546,58,71,25,48,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the rice and serve.
503,lentils_pasta_meal_extra_503,lentils,pasta,spinach,tomato sauce,823,26,62,16,48,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
504,salmon_rice_meal_extra_504,salmon,rice,carrots,tomato sauce,736,32,60,18,33,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the salmon until done. 5. Add the carrots and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the rice and serve.
505,salmon_potatoes_meal_extra_505,salmon,potatoes,green beans,cream sauce,616,44,75,25,37,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the salmon until done. 5. Add the green beans and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the potatoes and serve.
506,pork_quinoa_meal_extra_506,pork,quinoa,zucchini,soy sauce,822,47,98,19,35,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the pork until done. 5. Add the zucchini and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the quinoa and serve.
507,turkey_noodles_meal_extra_507,turkey,noodles,carrots,pesto,559,27,53,13,37,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the noodles and serve.
508,salmon_potatoes_meal_extra_508,salmon,potatoes,peppers,garlic sauce,779,40,96,21,39,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the salmon until done. 5. Add the peppers and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the potatoes and serve.
509,tofu_potatoes_meal_extra_509,tofu,potatoes,spinach,pesto,407,54,67,10,21,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the tofu until done. 5. Add the spinach and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
510,pork_noodles_meal_extra_510,pork,noodles,spinach,soy sauce,861,37,79,14,28,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the pork until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
511,tofu_potatoes_meal_extra_511,tofu,potatoes,peppers,tomato sauce,687,34,63,27,42,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the tofu until done. 5. Add the peppers and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the potatoes and serve.
512,pork_pasta_meal_extra_512,pork,pasta,peppers,soy sauce,616,32,47,19,29,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the pork until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the pasta and serve.
513,beef_quinoa_meal_extra_513,beef,quinoa,zucchini,teriyaki,437,31,47,11,34,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the beef until done. 5. Add the zucchini and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
514,chicken_potatoes_meal_extra_514,chicken,potatoes,green beans,teriyaki,824,45,92,24,21,medium,1. Prepare the chicken by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the chicken until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the potatoes and serve.
515,shrimp_potatoes_meal_extra_515,shrimp,potatoes,green beans,pesto,472,57,73,35,11,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the shrimp until done. 5. Add the green beans and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
516,lentils_potatoes_meal_extra_516,lentils,potatoes,carrots,soy sauce,658,52,42,14,44,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the lentils until done. 5. Add the carrots and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the potatoes and serve.
517,turkey_potatoes_meal_extra_517,turkey,potatoes,carrots,cream sauce,748,25,43,11,21,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the potatoes and serve.
518,tofu_rice_meal_extra_518,tofu,rice,carrots,teriyaki,640,34,90,33,47,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the tofu until done. 5. Add the carrots and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the rice and serve.
519,chicken_quinoa_meal_extra_519,chicken,quinoa,carrots,garlic sauce,545,49,94,21,45,easy,1. Prepare the chicken by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the chicken until done. 5. Add the carrots and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the quinoa and serve.
520,turkey_quinoa_meal_extra_520,turkey,quinoa,zucchini,soy sauce,557,36,58,29,60,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the turkey until done. 5. Add the zucchini and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the quinoa and serve.
521,lentils_pasta_meal_extra_521,lentils,pasta,carrots,garlic sauce,896,56,73,30,27,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the lentils until done. 5. Add the carrots and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the pasta and serve.
522,turkey_potatoes_meal_extra_522,turkey,potatoes,zucchini,teriyaki,548,51,100,12,54,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the turkey until done. 5. Add the zucchini and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the potatoes and serve.
523,lentils_noodles_meal_extra_523,lentils,noodles,carrots,garlic sauce,582,60,58,25,11,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the lentils until done. 5. Add the carrots and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the noodles and serve.
524,pork_rice_meal_extra_524,pork,rice,carrots,soy sauce,878,25,92,29,36,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the pork until done. 5. Add the carrots and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the rice and serve.
525,salmon_pasta_meal_extra_525,salmon,pasta,broccoli,cream sauce,692,46,44,13,54,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the salmon until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the pasta and serve.
526,pork_noodles_meal_extra_526,pork,noodles,spinach,teriyaki,767,39,43,15,24,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the pork until done. 5. Add the spinach and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
527,tofu_quinoa_meal_extra_527,tofu,quinoa,peppers,teriyaki,466,53,45,10,52,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the tofu until done. 5. Add the peppers and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
528,shrimp_noodles_meal_extra_528,shrimp,noodles,broccoli,soy sauce,528,44,59,33,37,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the shrimp until done. 5. Add the broccoli and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
529,lentils_noodles_meal_extra_529,lentils,noodles,green beans,teriyaki,511,44,82,11,48,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the lentils until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
530,salmon_potatoes_meal_extra_530,salmon,potatoes,zucchini,pesto,806,59,82,12,22,medium,1. Prepare the salmon by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the salmon until done. 5. Add the zucchini and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
531,tofu_quinoa_meal_extra_531,tofu,quinoa,spinach,cream sauce,423,20,42,23,59,hard,1. Prepare the tofu by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the tofu until done. 5. Add the spinach and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the quinoa and serve.
532,lentils_potatoes_meal_extra_532,lentils,potatoes,spinach,pesto,637,58,46,19,13,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
533,lentils_potatoes_meal_extra_533,lentils,potatoes,broccoli,tomato sauce,445,37,41,20,51,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the lentils until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the potatoes and serve.
534,beef_noodles_meal_extra_534,beef,noodles,spinach,soy sauce,430,45,72,14,50,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the beef until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
535,lentils_rice_meal_extra_535,lentils,rice,broccoli,cream sauce,417,40,56,20,32,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the lentils until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
536,salmon_rice_meal_extra_536,salmon,rice,spinach,cream sauce,451,47,70,31,44,hard,1. Prepare the salmon by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the salmon until done. 5. Add the spinach and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
